#;CAMINHO NO XML;CAMPO;"REGRAS DE NEGÓCIO PARA A NOTA FISCAL DE SERVIÇO ELETRÔNICA DO 
SISTEMA NACIONAL NFS-e";;;;;;"NÍVEL
DA REGRA";"EMISSORES PÚBLICOS NACIONAIS NFS-e
(SEFIN, WEB, APP)";;ADN NFS-e;;OBSERVAÇÕES DE NEGÓCIO;;;
542;NFSe/infNFSe/DPS/infDPS/;IBSCBS;É permitido declarar informações de IBS/CBS somente a partir da data de competência 01/01/2026.;;Obrig.;Rej.;E0850;É permitido declarar informações de IBS/CBS somente a partir da data de competência 01/01/2026.;1;V;V;V;V;-;;;
543;;;Somente é permitio declarar informações de IBS/CBS a partir da versão 1.01 da DPS.;;Obrig.;Rej.;E0854;Somente é permitio declarar informações de IBS/CBS a partir da versão 1,01 da DPS.;1;V;V;V;V;-;;;
544;NFSe/infNFSe/DPS/infDPS/IBSCBS/;finNFSe;-;;-;-;-;-;-;-;-;-;-;-;;;
545;NFSe/infNFSe/DPS/infDPS/IBSCBS/;indFinal;-;;-;-;-;-;-;-;-;-;-;-;;;
546;NFSe/infNFSe/DPS/infDPS/IBSCBS/;cIndOp;O código indicador da operação deve constar na tabela de códigos conforme ANEXO C.;;Obrig.;Rej.;E0901;Código indicador da operação inexistente.;1;V;V;V;V;-;;;
547;NFSe/infNFSe/DPS/infDPS/IBSCBS/;tpOper;"tpOper deve ser informado se tpEnteGov for informado ou se o serviço prestado (cTribNac) corresponder aos serviços listados da LC 116/2003 (e seus correspondentes na NBS): 25.05; 15.09; 17.12; 10.05.";;Obrig.;Rej.;E0903;"Código do tipo de Operação (tpOper) deve ser informado quando se tratar de uma compra governamental ou um dos serviços da LC 116/2003 listados: 25.05; 15.09; 17.12; 10.05.";1;V;V;V;V;-;;;
548;;;"tpOper não pode ser informado se tpEnteGov não for informado ou o serviço (cTribNac) não corresponder aos serviços da LC 116/2003 (e seus correspondentes na NBS): 25.05; 15.09; 17.12; 10.05.";;Obrig.;Rej.;E0904;"Código do tipo de Operação (tpOper) não pode ser informado quando não se tratar de uma compra governamental ou um dos serviços da LC 116/2003 listados: 25.05; 15.09; 17.12; 10.05.";1;V;V;V;V;-;;;
549;NFSe/infNFSe/DPS/infDPS/IBSCBS/;gRefNFSe;O grupo de documentos referenciados (gRefNFSe) deve ser informado quando tpOper = 2 ou 3.;;Obrig.;Rej.;E0905;O grupo de documentos referenciados deve ser informado para o tipo de operação (tpOper).;1;V;V;V;V;-;;;
550;;;"O grupo de documentos referenciados (gRefNFSe) não pode ser informado se tpOper não for informado 
ou quando tpOper = 1, 4 ou 5.";;Obrig.;Rej.;E0906;O grupo de documentos referenciados não pode ser informado para o tipo de operação (tpOper).;1;V;V;V;V;-;;;
551;NFSe/infNFSe/DPS/infDPS/IBSCBS/gRefNFSe/;refNFSe;A chave NFS-e referenciada deve ser uma chave válida (validar DV);;Obrig.;Rej.;E0907;NFS-e referenciada é inválida.;1;V;V;V;V;-;;;
552;NFSe/infNFSe/DPS/infDPS/IBSCBS/;tpEnteGov;-;;-;-;-;-;-;-;-;-;-;-;;;
553;NFSe/infNFSe/DPS/infDPS/IBSCBS/;indDest;-;;-;-;-;-;-;-;-;-;-;-;;;
554;NFSe/infNFSe/DPS/infDPS/IBSCBS/;dest;O destinatário só deve ser identificado quando indDest for 1.;;Obrig.;Rej.;E0910;O destinatário não deve ser identificado para o código indicador indDest informado.;1;V;V;V;V;-;;;
555;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;CNPJ;CNPJ informado na DPS é inválido (verificar DV).;;Obrig.;Rej.;E0911;CNPJ do destinatário informado na DPS é inválido.;1;V;V;V;V;-;;;
556;;;CNPJ do destinatário não existe no cadastro CNPJ na data de competência informada na DPS.;;Obrig.;Rej.;E0912;CNPJ do destinatário não encontrado no cadastro CNPJ na data de competência.;1;V;V;X;X;-;;;
557;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;CPF;CPF informado na DPS é inválido (verificar DV).;;Obrig.;Rej.;E0913;CPF do destinatário informado na DPS é inválido.;1;V;V;V;V;-;;;
558;;;CPF do destinatário não existe no cadastro CPF na data de competência informada na DPS.;;Obrig.;Rej.;E0914;CPF do destinatário não encontrado no cadastro CPF na data de competência.;1;V;V;X;X;-;;;
559;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;NIF;-;;-;-;-;-;-;-;-;-;-;-;;;
560;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;cNaoNIF;-;;-;-;-;-;-;-;-;-;-;-;;;
561;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;xNome;-;;-;-;-;-;-;-;-;-;-;-;;;
562;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest;end;-;;-;-;-;-;-;-;-;-;-;-;;;
563;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end;endNac;-;;-;-;-;-;-;-;-;-;-;-;;;
564;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endNac/;cMun;O código do município para o endereço do destinatário do serviço não existe, conforme tabela IBGE.;;Obrig.;Rej.;E0920;O código do município para o endereço do destinatário do serviço não existe conforme tabela de município do IBGE.;1;V;V;V;V;-;;;
565;;;Se o destinatário for identificado pelo CNPJ, o código do município do endereço do destinatário deve existir e corresponder ao município do seu endereço no cadastro CNPJ na data de competência informada na DPS.;;Obrig.;Rej.;E0921;O código do município informado na DPS para o endereço do destinatário do serviço, identificado pelo CNPJ, não corresponde ao município registrado em seus cadastros na data de competência informada na DPS.;1;V;V;V;V;-;;;
566;;;Se o destinatário for identificado pelo CPF, o código do município do endereço do destinatário deve existir e corresponder ao município do seu endereço no cadastro CPF na data de competência informada na DPS.;;Obrig.;Rej.;E0922;O código do município informado na DPS para o endereço do destinatário do serviço, identificado pelo CPF, não corresponde ao município registrado em seus cadastros na data de competência informada na DPS.;1;V;V;V;V;-;;;
567;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endNac/;CEP;-;;-;-;-;-;-;-;-;-;-;-;;;
568;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end;endExt;-;;-;-;-;-;-;-;-;-;-;-;;;
569;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;cPais;-;;-;-;-;-;-;-;-;-;-;-;;;
570;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;cEndPost;-;;-;-;-;-;-;-;-;-;-;-;;;
571;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;xCidade;-;;-;-;-;-;-;-;-;-;-;-;;;
572;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/endExt/;xEstProvReg;-;;-;-;-;-;-;-;-;-;-;-;;;
573;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;xLgr;-;;-;-;-;-;-;-;-;-;-;-;;;
574;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;nro;-;;-;-;-;-;-;-;-;-;-;-;;;
575;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;xCpl;-;;-;-;-;-;-;-;-;-;-;-;;;
576;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/end/;xBairro;-;;-;-;-;-;-;-;-;-;-;-;;;
577;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;fone;-;;-;-;-;-;-;-;-;-;-;-;;;
578;NFSe/infNFSe/DPS/infDPS/IBSCBS/dest/;email;E-mail deve ser informado conforme estrutura (conter @, ponto etc.).;;Obrig.;Rej.;E0930;E-mail inválido.;1;V;V;V;V;-;;;
579;NFSe/infNFSe/DPS/infDPS/IBSCBS/;imovel;Se o código de tributação nacional (cTribNac) pertencer a um dos subitens, 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviços, então o grupo de informações de imóvel não é permitido. ;;Obrig.;Rej.;E0931;Não é permitido o grupo de informações relativo a imóvel quando o código de tributação nacional, relativo à construção civil, for infomado na DPS.;1;V;V;V;V;-;;;
580;;;Se o código de tributação nacional (cTribNac) não pertencer a algum dos subitens 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviços e, o código indicador da operação (cIndOp) for relativo a operações com imóveis (020101, 020201 ou 020301), então o grupo de informações de imóvel é obrigatório.;;Obrig.;Rej.;E0932;É obrigatório o grupo de informações relativo ao imóvel na DPS quando o código indicador da operação informado for relacionado à imóvel conforme a tabela IndOp do ANEXO_C-INDOP_IBSCBS-SNNFSe-ESPEC.;1;V;V;V;V;-;;;
581;;;Se o código de tributação nacional (cTribNac) não pertencer a algum dos subitens 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviços e, o código indicador da operação (cIndOp) não for relativo a operações com imóveis (020101, 020201 ou 020301), então o grupo de informações de imóvel não é permitido.;;Obrig.;Rej.;E0928;Não é permitido o grupo de informações relativo a imóvel quando o código de tributação nacional (cTribNac) não pertencer a algum dos subitens 07.02.01, 07.02.02, 07.04.01, 07.05,01, 07.05.02, 07.06.01, 07.06.02, 07.07.01, 07.08.01, 07.17.01 e 07.19.01 da lista de serviços e, o código indicador da operação (cIndOp) não for relativo a operações com imóveis (020101, 020201 ou 020301), conforme a tabela IndOp do ANEXO_C-INDOP_IBSCBS-SNNFSe-ESPEC.;1;V;V;V;V;-;;;
582;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/;inscImobFisc;-;;-;-;-;-;-;-;-;-;-;-;;;
583;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/;cCIB;Código do Cadastro Imobiliário Brasileito - CIB deve ser um código válido - 7 caracteres + DV;;Obrig.;Rej.;E0933;Código CIB inválido.;1;V;V;V;V;-;;;
584;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/;end;-;;-;-;-;-;-;-;-;-;-;-;;;
585;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;CEP;-;;-;-;-;-;-;-;-;-;-;-;;;
586;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;endExt;Se o pais local da prestação do serviço foi informado (cPaisPrestacao foi informado), então o grupo de informações de endereço no exterior deve ser informado.;;Obrig.;Rej.;E0934;O grupo de informações de endereço da atividade sobre bem imóvel ocorrido no exterior deve ser informado quando o país do local da prestação for informado na DPS.;1;V;V;V;V;-;;;
587;;;Se o município local da prestação do serviço foi informado (cMunPrestacao foi informado), então o grupo de informações de endereço no exterior não pode ser informado.;;Obrig.;Rej.;E0935;O grupo de informações de endereço da atividade sobre bem imóvel ocorrido no exterior não deve ser informado quando o município do local da prestação for informado na DPS.;1;V;V;V;V;-;;;
588;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/endExt/;cEndPost;-;;-;-;-;-;-;-;-;-;-;-;;;
589;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/endExt/;xCidade;-;;-;-;-;-;-;-;-;-;-;-;;;
590;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/endExt/;xEstProvReg;-;;-;-;-;-;-;-;-;-;-;-;;;
591;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;xLgr;-;;-;-;-;-;-;-;-;-;-;-;;;
592;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;nro;-;;-;-;-;-;-;-;-;-;-;-;;;
593;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;xCpl;-;;-;-;-;-;-;-;-;-;-;-;;;
594;NFSe/infNFSe/DPS/infDPS/IBSCBS/imovel/end/;xBairro;-;;-;-;-;-;-;-;-;-;-;-;;;
595;NFSe/infNFSe/DPS/infDPS/IBSCBS/;valores;-;;-;-;-;-;-;-;-;-;-;-;;;
596;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/;gReeRepRes;-;;-;-;-;-;-;-;-;-;-;-;;;
597;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/;documentos;-;;-;-;-;-;-;-;-;-;-;-;;;
598;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;dFeNacional;-;;-;-;-;-;-;-;-;-;-;-;;;
599;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/dFeNacional/;tipoChaveDFe;-;;-;-;-;-;-;-;-;-;-;-;;;
600;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/dFeNacional/;xTipoChaveDFe;-;;-;-;-;-;-;-;-;-;-;-;;;
601;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/dFeNacional/;chaveDFe;"A chave do Documento Fiscal eletrônico - DF-e deve estar no formato DF-e indicado no tipo.
Verificar tamanho: NFSe - 50 dígitos e NFe e CTe - 44 dígitos";;Obrig.;Rej.;E0940;Chave DF-e incorreta.;1;V;V;V;V;-;;;
602;;;-;;-;-;-;-;-;-;-;-;-;-;;;
603;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;docFiscalOutro;Outros documentos fiscais só podem ser informados se a data de competência do documento (dtCompDoc) for anterior a 31/12/2025.;;Obrig.;Rej.;E0942;Outros documentos ficais fiscais não podem ser informados quando a data de competência for posterior a 31 de dezembro de 2025.;1;V;V;V;V;-;;;
604;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docFiscalOutro/;cMunDocFiscal;O código deve existir conforme tabela de município do IBGE.;;Obrig.;Rej.;E0943;O código do município emissor do documento fiscal para fins de reembolso, repasse e ressarcimento que não está no repositório nacional está incorreto.;1;V;V;V;V;-;;;
605;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docFiscalOutro/;nDocFiscal;-;;-;-;-;-;-;-;-;-;-;-;;;
606;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docFiscalOutro/;xDocFiscal;-;;-;-;-;-;-;-;-;-;-;-;;;
607;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;docOutro;-;;-;-;-;-;-;-;-;-;-;-;;;
608;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docOutro/;nDoc;-;;-;-;-;-;-;-;-;-;-;-;;;
609;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/docOutro/;xDoc;-;;-;-;-;-;-;-;-;-;-;-;;;
610;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos;fornec;-;;-;-;-;-;-;-;-;-;-;-;;;
611;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;CNPJ;CNPJ informado na DPS é inválido (verificar DV).;;Obrig.;Rej.;E0945;CNPJ do fornecedor de reembolso, repasse e ressarcimento informado na DPS é inválido.;1;V;V;V;V;-;;;
612;;;CNPJ do fornecedor não existe no cadastro CNPJ na data de competência informada na DPS.;;Obrig.;Rej.;E0946;CNPJ do fornecedor de reembolso, repasse e ressarcimento informado não encontrado no cadastro CNPJ na data de competência.;1;V;V;X;X;-;;;
613;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;CPF;CPF informado na DPS é inválido (verificar DV).;;Obrig.;Rej.;E0947;CPF do fornecedor de reembolso, repasse e ressarcimento informado informado na DPS é inválido.;1;V;V;V;V;-;;;
614;;;CPF do fornecedor não existe no cadastro CPF na data de competência informada na DPS.;;Obrig.;Rej.;E0948;CPF do fornecedor de reembolso, repasse e ressarcimento informado não encontrado no cadastro CPF na data de competência.;1;V;V;X;X;-;;;
615;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;NIF;-;;-;-;-;-;-;-;-;-;-;-;;;
616;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;cNaoNIF;-;;-;-;-;-;-;-;-;-;-;-;;;
617;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/fornec/;xNome;-;;-;-;-;-;-;-;-;-;-;-;;;
618;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;dtEmiDoc;Data de emissão do documento tem que ser igual ou posterior à data de competência (dtCompDoc);;Obrig.;Rej.;E0950;Data de emissão do documento tem que ser igual ou posterior à data de competência (dtCompDoc);1;V;V;V;V;-;;;
619;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;dtCompDoc;Data de competência do documento tem que ser igual ou anterior à data de emissão (dtEmiDoc);;Obrig.;Rej.;E0951;Data de competência do documento tem que ser igual ou anterior à data de emissão (dtEmiDoc);1;V;V;V;V;-;;;
620;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;tpReeRepRes;-;;-;-;-;-;-;-;-;-;-;-;;;
621;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;xTpReeRepRes;A descrição do tipo de reembolso, repasse e ressarcimento só deve ser informada quando o tpReeRepRes = 99;;Obrig.;Rej.;E0952;A descrição do tipo de reembolso, repasse e ressarcimento não deve ser preenchida.;1;V;V;V;V;-;;;
622;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/gReeRepRes/documentos/;vlrReeRepRes;O valor reembolso, repasse e ressarcimento deve ser menor ou igual ao valor do serviço prestado.;;Obrig.;Rej.;E0953;O valor reembolso, repasse e ressarcimento deve ser menor ou igual ao valor do serviço prestado.;1;V;V;V;V;-;;;
623;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/;trib;-;;-;-;-;-;-;-;-;-;-;-;;;
624;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/trib/;gIBSCBS;-;;-;-;-;-;-;-;-;-;-;-;;;
625;NFSe/infNFSe/DPS/infDPS/IBSCBS/valores/trib/gIBSCBS/;CST;-;;-;-;-;-;-;-;-;-;-;-;;;
